epoch,lr,train_loss,train_delta_mse,train_ee_mse,train_ee_dist,train_delta_abs,val_loss,val_delta_mse,val_ee_mse,val_ee_dist,val_delta_abs
30,0.0001792908363781379,0.003677472221751173,0.0004909965364964867,0.0003186475775134163,0.026421580557562725,0.01215028712729446,0.1665874794125557,0.0012531218817457557,0.016533435508608817,0.19363996386528015,0.023787036910653113
31,0.0001648094845922539,0.0033697910692949756,0.0004766760198321162,0.0002893115022804729,0.02615636687318818,0.011910255129660378,0.1736994132399559,0.0012577626854181289,0.017244165204465388,0.19982194304466247,0.023763295263051987
32,0.00015068407356655714,0.0027882227255422777,0.0004761644730543984,0.00023120582400148093,0.022865861998636182,0.011857319615405648,0.16992888301610948,0.0012610903475433588,0.016866779420524836,0.19691126346588134,0.023848309740424158
33,0.00013697034984507968,0.0025352594489623016,0.0004776421016739572,0.00020576173260107542,0.02183449437387851,0.011917924109314169,0.1783652864396572,0.0013130558421835304,0.017705222871154547,0.20303092896938324,0.024230112507939338
34,0.00012372243523014573,0.002666490323677221,0.0004760513743463935,0.00021904389793517954,0.021708386128439623,0.011796942293769172,0.17169575095176698,0.0012623394606634975,0.017043341137468814,0.1989072382450104,0.02380051724612713
35,0.00011099261318834406,0.0031999372857614977,0.0004763944344027672,0.00027235428692123405,0.024739812996958484,0.011723388002074066,0.17259808480739594,0.0013190993573516606,0.017127898521721363,0.1989096850156784,0.024383191764354707
36,9.883112251157097e-05,0.0025978877528046234,0.00047545747730211833,0.00021224302877310053,0.02114144011455424,0.011867215946911513,0.1663709945976734,0.00132969762198627,0.016504130605608226,0.19432441592216493,0.02440657988190651
37,8.728595904747123e-05,0.0019356324034156044,0.000472381101782285,0.00014632513248674696,0.017891034421299686,0.011728255790384376,0.17967073619365692,0.0013505482347682118,0.017832018435001373,0.2042673945426941,0.02459113523364067
38,7.64026862817542e-05,0.0034737409984677277,0.00047109000866121353,0.00030026510037470044,0.023612543564884604,0.011591906612347654,0.1727048598229885,0.0013460345333442092,0.017135882563889027,0.19924550354480744,0.02453630045056343
39,6.622425551993164e-05,0.0024921738341090686,0.0004708626495376855,0.000202131115687383,0.01963151538228037,0.011683439530682665,0.17062249034643173,0.0013498556800186634,0.016927263420075177,0.19806973934173583,0.024527112767100335
40,5.679083637813788e-05,0.0027531864974616456,0.00047617182433957377,0.00022770146992910623,0.022248797071706346,0.01188235287750218,0.1679045043885708,0.0013629989698529243,0.016654150653630496,0.19550586938858033,0.024685051292181015
41,4.813965825200634e-05,0.0016763195270249824,0.00046641070360490004,0.00012099088786929032,0.01609274571244957,0.011554839653002113,0.17202530205249786,0.0013700610492378474,0.01706552328541875,0.19882277846336366,0.02473563067615032
42,4.030486338925341e-05,0.0015885412356495356,0.0004671725051716252,0.00011213687348801705,0.0156817391608693,0.011561612950778809,0.17163134515285491,0.0013637117110192776,0.01702676387503743,0.19875656962394714,0.024657174199819564
43,3.331737214582525e-05,0.0029770081408885345,0.00047002574883816184,0.00025069824333827037,0.020447823430309778,0.011644875732477472,0.1717589221894741,0.0013856560690328479,0.017037325911223887,0.19847555756568908,0.024879852682352065
44,2.7204760957378414e-05,0.0018598323007028143,0.00046860813965410493,0.00013912241863617048,0.017399157342665336,0.011640222782284772,0.1722106732428074,0.0013766409130766988,0.017083403281867506,0.19920462369918823,0.02478099465370178
45,2.1991153507687383e-05,0.0025164333794328595,0.00047096983601041764,0.00020454635878118976,0.019099823347911115,0.0116873734294116,0.1721040427684784,0.0013848058180883527,0.017071922961622476,0.19896846115589142,0.024853475391864777
46,1.769712552348541e-05,0.002232875586917796,0.0004722400991042622,0.00017606354787644436,0.018446432191784642,0.011778383727083687,0.1724933698773384,0.0013865307439118624,0.017110683396458624,0.19932348132133484,0.024870258569717408
47,1.4339623571471263e-05,0.001537936186895338,0.0004642456632984035,0.00010736905304448945,0.014834471860853564,0.011622559748777822,0.17023395150899887,0.0013906931038945914,0.01688432591035962,0.19761330783367156,0.024902672693133353
48,1.1931898177952948e-05,0.003108524948264621,0.0004751040612957871,0.00026334208637346834,0.022249083621662204,0.011850503711577724,0.16948790848255157,0.0013932261615991592,0.01680946834385395,0.1970041126012802,0.024934590607881547
49,1.0483451535073469e-05,0.002364346311435479,0.0004696966723163276,0.00018946495903274357,0.01934039661613833,0.011631207407585211,0.1687371961772442,0.0013970709405839443,0.016734012123197316,0.19629898965358733,0.024974261224269868
50,1e-05,0.0016681902441235276,0.00046289533385498246,0.00012052949058357138,0.016059874674352277,0.011534513999559298,0.1702195130288601,0.0013995507266372441,0.016881996300071478,0.19746516942977904,0.024996719509363174
