epoch,lr,train_loss,train_traj_mse,train_prop_mse,train_mass_mae,train_restitution_mae,train_friction_mae,val_loss,val_traj_mse,val_prop_mse,val_mass_mae,val_restitution_mae,val_friction_mae
1,1e-05,0.0023313172860071063,0.000772854509705212,0.07792314141988754,0.655781626701355,0.17401912808418274,0.13161349296569824,0.0023336373269557953,0.0007310316432267427,0.08013028651475906,0.5517579913139343,0.19661517441272736,0.15355263650417328
