epoch,lr,train_loss,train_delta_mse,train_q_mse,train_ee_mse,train_terminal_ee_mse,train_ee_dist,train_terminal_ee_dist,train_delta_abs,train_q_abs,train_smooth,train_joint_limit,train_fk_consistency,train_goal,val_loss,val_delta_mse,val_q_mse,val_ee_mse,val_terminal_ee_mse,val_ee_dist,val_terminal_ee_dist,val_delta_abs,val_q_abs,val_smooth,val_joint_limit,val_fk_consistency,val_goal
11.0,0.00029142771149836264,0.024415207833964152,0.004851967053511878,0.008949740028463146,0.0011169053510042843,0.0013048949372774987,0.0329569768253165,0.037057952980658594,0.014271201542715842,0.036510119598827516,8.931101518775898e-05,8.346770323963386e-06,0.0,0.0,0.03840478867212249,0.005105552565532517,0.014546061842249073,0.0020170922806323315,0.001950213154725402,0.04374434037103516,0.05487043786885553,0.014104965167715535,0.04136878678758369,9.211289187108183e-05,1.800517843351877e-06,0.0,0.0
12.0,0.00028981759045379636,0.021059954682051994,0.004785472668747883,0.00850698018884785,0.0009405573209376592,0.0008702623846866964,0.030396237778982045,0.03292775468467948,0.013888784161907967,0.03486900156029304,9.084260610993367e-05,4.466335793774749e-06,0.0,0.0,0.08431566484963338,0.005665644498344218,0.026204696864251822,0.004642030717657123,0.006375069298361477,0.04573784538804263,0.05950969337012436,0.012812673327986334,0.04575013688414312,3.5675935826057854e-05,1.862464129497567e-05,0.0,0.0
13.0,0.00028807442072417716,0.018736207576637052,0.004772571535202297,0.007870550608576082,0.0007804959019475557,0.0007395208642340561,0.029002471029273582,0.03145099172615376,0.013806032653384497,0.03428314690452614,9.337953106958271e-05,8.508326440941695e-06,0.0,0.0,0.044374957353403396,0.00523994500573564,0.01707935833432292,0.002382739078428608,0.0022543021387405804,0.038643706765514416,0.04316000286947753,0.015134231981317529,0.044221755498867546,9.801790388821961e-05,6.6899846952348005e-06,0.0,0.0
14.0,0.00028619992260757275,0.019912127571005318,0.0047716452621674324,0.00811897300102882,0.0008371416053417598,0.0009014761043119414,0.030104549974394004,0.03296609582532652,0.013849968274388592,0.034661234598182086,0.00010159001309335039,3.600322138159495e-06,0.0,0.0,0.0502879153126011,0.005256638061520461,0.017686535145495313,0.0026076826961500166,0.0033691336028540287,0.04321128629972456,0.053332088789978964,0.013750203992011116,0.04051731576471299,7.260345929077377e-05,7.568952956179936e-06,0.0,0.0
15.0,0.0002841959460073133,0.02155796850070094,0.004780608071274862,0.008460244546150334,0.000936817443257637,0.0010580163155221854,0.030189958228981406,0.033534412704887315,0.013735554189152316,0.03436545054388908,9.853294477404998e-05,4.4075186555957455e-06,0.0,0.0,0.05296913275569601,0.0053208831971713775,0.019300321462353286,0.002753370460461573,0.003487037227387191,0.03961922973394394,0.04675586129248631,0.012756808523516187,0.04014154436585844,6.439613747209135e-05,2.617295683805226e-06,0.0,0.0
16.0,0.00028206446860636015,0.016081143201317122,0.004708172631708196,0.0072940121177961425,0.0006209242510209765,0.0005037603493919012,0.025664847361817747,0.0271551071544725,0.013258899004889885,0.03175029328439882,0.00010573473006691716,7.712160282614875e-06,0.0,0.0,0.05130436319760505,0.005299328499456694,0.017688709366651536,0.002732086336332255,0.003277879877960451,0.03952220860929763,0.04481441108891588,0.01483024638069824,0.04249325416386738,0.00011441141795643727,2.2825688355836354e-05,0.0,0.0
17.0,0.0002798075939155718,0.016849012626657157,0.004723563775344398,0.007612016849704669,0.0006600672809631176,0.0005710951445936582,0.02625402013403527,0.027931879643687766,0.013314363512785853,0.03237102823935653,0.00010333264081747031,1.5782547933024598e-05,0.0,0.0,0.03671930239537777,0.005141317196264071,0.01591743154429304,0.0017137793617666086,0.002158763025616907,0.03516574902459979,0.044372771530732755,0.013522347990713526,0.039010059466341236,9.483673459756379e-05,2.228887872384651e-05,0.0,0.0
18.0,0.0002774275491977922,0.01660601563404271,0.004717169378392078,0.007318155335930785,0.0005882974392235758,0.0007803319345311055,0.026168946714133078,0.029170100369340115,0.01320583661223585,0.0316404811608434,0.00011291960272860313,7.624574566666892e-06,0.0,0.0,0.0341286283252631,0.005136782933650316,0.014506555872849575,0.0016350505884176647,0.0017941693860818498,0.035238639764548815,0.03617074339436825,0.01377555313062106,0.037070944153352596,0.00010986746269736614,3.0357669199783342e-06,0.0,0.0
19.0,0.00027492668326981143,0.016265553422152898,0.004711781985662072,0.00734509391808711,0.0006164092684378563,0.0005704369443471016,0.024819488562939414,0.026659016984450706,0.013083002916120839,0.031216670052954212,0.00011336112170858146,7.646332624882152e-06,0.0,0.0,0.026213853528864347,0.005051472211368387,0.013290076538217616,0.0012098609667355348,0.000804456882618621,0.028651184684856505,0.029692215490017514,0.01287437688185238,0.03463646020648665,0.00010676461494924416,1.1643822872728393e-06,0.0,0.0
20.0,0.00027230746418436733,0.017666529592884457,0.004725478687453527,0.007583084222131659,0.0007028422259855736,0.0007050492939438557,0.025736580227479978,0.02795350758629428,0.013020008044327387,0.03100581253302989,0.00011547392170474925,8.241598220257201e-06,0.0,0.0,0.025131390282128494,0.005014836344873372,0.01229980139736445,0.0011503495581087382,0.0008194356705345973,0.03360220432647916,0.03652770056190793,0.013212029464336753,0.03574377590347631,9.616901653488207e-05,2.1073947480058534e-06,0.0,0.0
21.0,0.00026957247679447504,0.015150144031030812,0.0046960654173871606,0.007171028831303396,0.0005450468679408537,0.0004708894615379777,0.023552695001959188,0.024680941489501517,0.01288956968682166,0.030271300889481007,0.00010635114189113812,5.477775268055217e-06,0.0,0.0,0.023905979182197116,0.005014069071205354,0.013005469309511504,0.0009415275006802881,0.0009894539866987454,0.023625608167198837,0.02791590674123803,0.012801088533959672,0.03429860008697285,0.00010743307852788378,8.346038824855594e-06,0.0,0.0
22.0,0.00026672442020248937,0.013168373646258988,0.004647813661981962,0.006775432828059284,0.00039564929431135635,0.00039004086397682864,0.020451892304296008,0.021873797844334686,0.012523837418582023,0.028620196771246026,0.00011531199048032381,2.3122234831461615e-05,0.0,0.0,0.025072949083729982,0.005035229724618878,0.013074269814423447,0.0010395318710282883,0.0010329931818305936,0.027029996333246837,0.03125545853886326,0.013138455779627576,0.03524550682956689,0.00010465872944901913,5.265849694844448e-05,0.0,0.0
23.0,0.00026376610509641656,0.015049262731945724,0.004671393535032514,0.007033044312075553,0.0005111697918027706,0.0005813366179452322,0.02271809969684374,0.02490394230232372,0.012677484235143833,0.0290410098021546,0.00010995874763074936,7.069597365618378e-06,0.0,0.0,0.03233802109383253,0.005182290039343928,0.015598287209882744,0.0014932063274843176,0.0014730900351811423,0.02705297925601118,0.03065221617761694,0.012950596504569908,0.035645834983280694,0.00010041361609697173,1.1729553883798284e-05,0.0,0.0
24.0,0.0002607004509761046,0.013256132632041555,0.004626704317238188,0.006612579147776437,0.00040732526428186933,0.0004147820941341004,0.021063376480082104,0.022623933264720817,0.0124505517730843,0.028110997424926967,0.0001101547997841748,1.6045195084312758e-06,0.0,0.0,0.03570945956171719,0.005100303397769301,0.01676038927296043,0.0016130434222028926,0.0020311973896509775,0.030362442097641894,0.03309095721905593,0.012913997977834622,0.037326042006006005,8.872755578239343e-05,2.4960450015589556e-05,0.0,0.0
25.0,0.0002575304832720493,0.014784269458407885,0.004668899032931954,0.00669318491873617,0.000483823552300694,0.0006416703177524252,0.022169657534524292,0.024790979271824776,0.012512370794410206,0.028271253092599594,0.00010667012196550411,9.89921322675011e-06,0.0,0.0,0.06268721446657331,0.005496804054402793,0.021184496740074867,0.0033958008313719965,0.004210446772228098,0.04343771429915653,0.05696348539080288,0.016507769909069003,0.04731300504130052,0.00017247684192744735,9.466400487056694e-06,0.0,0.0
26.0,0.0002542593303596598,0.01366515073516267,0.0046256767740668996,0.006590969667900254,0.00044270810134142884,0.00043697847811196905,0.022167712608469226,0.023755477574805922,0.012492666108084662,0.028384314269655916,0.00011439473644372724,1.2649790465005077e-05,0.0,0.0,0.030471362440859264,0.005096137490283105,0.01548066259428957,0.0013622791615951607,0.0013353704826676832,0.032386697080658104,0.034337942335815705,0.013051200320287684,0.03708961786946557,0.00011283455220467151,1.743148703382048e-05,0.0,0.0
27.0,0.00025089022047192943,0.012972056891164515,0.0046236941350690465,0.006657191327176014,0.0003976511815735842,0.0003458500725069579,0.020498718005967025,0.021414214160074767,0.012250532383013773,0.0273930064569314,0.00011315036174885399,2.3763638640582018e-06,0.0,0.0,0.03409600580448941,0.005109753054754395,0.015703125294450847,0.0015318001757999005,0.0019372485534941155,0.02796495868061043,0.03222780851990779,0.012277956078683988,0.03467531456825797,9.615954745007255e-05,6.700198906566543e-06,0.0,0.0
28.0,0.00024742647851355997,0.014562191414214191,0.004633681963781694,0.006491314919572157,0.0005183968860765787,0.0004977273402352969,0.021430371059551014,0.022454330451880056,0.012272899140859876,0.027419568830015353,0.00011133959817238454,6.706899792182291e-06,0.0,0.0,0.039401000346530414,0.005249669368483455,0.018169107017039082,0.0018762814270750644,0.0020995013339758814,0.03229931188503005,0.03580754583884702,0.013589451883415708,0.039045908079925376,9.98747763422544e-05,2.3278620684233502e-05,0.0,0.0
29.0,0.00024387152277968155,0.010288664318292822,0.004573785256018353,0.005958150990552272,0.00021464025374968917,0.0001945685548751092,0.017540938514655838,0.018611086437503956,0.011889979098199301,0.025716744685918284,0.00011284226855023781,2.6612849625833466e-06,0.0,0.0,0.029123021977701696,0.005085564580095617,0.014668040252724838,0.001216782011471848,0.0015095718749016968,0.02548905482256144,0.031202636995032184,0.013071748577859863,0.03382353417071529,0.00012621143163727777,2.950617005466543e-05,0.0,0.0
30.0,0.00024022886158240857,0.011674324253907123,0.004586200954761007,0.006086975841943099,0.00029102195478031924,0.00037610674811066274,0.017654998514294442,0.019457597541068034,0.011885557505759084,0.025489332389669665,0.00011935007701901247,6.405226849925685e-06,0.0,0.0,0.031645942909011356,0.005081262708642021,0.015373036764521814,0.0013652837449059962,0.0017397225429391016,0.026422483014461935,0.031433237861597636,0.01232791928570626,0.033134965951264396,0.00011320268603986868,2.4822767367779912e-05,0.0,0.0
31.0,0.0002365020897885589,0.013994536567202577,0.00462413324937253,0.0063671691659445435,0.00046918954730998245,0.000496375370588628,0.019966387470777055,0.021383974724073395,0.012046732132060846,0.026104282796318,0.00011488282052806055,2.65281941035069e-06,0.0,0.0,0.0398886184476232,0.005190193439144334,0.01756278972237344,0.001805076925206851,0.00262021134763092,0.031221174589190326,0.039485466662702744,0.013600280861461872,0.03936444784774155,0.00010813716014246118,1.1057469075992671e-05,0.0,0.0
32.0,0.00023269488527195444,0.011225825440448303,0.004584832819137062,0.00605886040035661,0.00027249845382110535,0.00029353750783133066,0.01899115586271087,0.020820133738332365,0.012059511336331647,0.02622267878952009,0.00011691497389042619,5.982054770036373e-06,0.0,0.0,0.03547807181703469,0.005158608235224612,0.01695923083138578,0.0015513751135973715,0.002106808033796951,0.026468154023874733,0.031489460566844485,0.011902798552134792,0.03303500868715956,0.00010300396129945302,2.6051750678388826e-05,0.0,0.0
33.0,0.0002288110052838038,0.012139548751702874,0.004590088669212313,0.006247198032798657,0.000308555555039758,0.0004447731785636976,0.017543250659794233,0.0198094482520987,0.011786195061778276,0.0254248891120274,0.00011815351761529738,3.918069320825632e-06,0.0,0.0,0.03297975098644574,0.005142186058317181,0.015500800400779375,0.0016018808971134826,0.0013541890407619487,0.028181905468895298,0.03066353556761121,0.012846310078128257,0.03486939045967015,0.00011334601043979434,6.063131733999609e-06,0.0,0.0
34.0,0.00022485428274474867,0.01101756681712111,0.004563402724648691,0.005873200849136837,0.00029482207993774303,0.0001877507550076879,0.01709925825940266,0.01747922125326619,0.011641287991429636,0.02462359837416484,0.00011730304374192963,1.1269455684946936e-05,0.0,0.0,0.027809604587077284,0.005070201427852375,0.014220838573147957,0.0012482913701608253,0.0010466423191395674,0.025556287354194237,0.028443388694317125,0.012317896854956864,0.03238780848246801,0.00011797067830297028,1.2306531736485283e-05,0.0,0.0
35.0,0.00022082862246223424,0.013175655368862513,0.004593521882496613,0.006201300161719835,0.000401088891733381,0.0004882351152798163,0.019557141103069966,0.021262566566413836,0.011811521707010551,0.025561698175281432,0.00011673167971272846,2.627084658223993e-06,0.0,0.0,0.034142389441229645,0.0051297904044680705,0.015941501289102024,0.001543492042341701,0.00186707955419449,0.029266447813601278,0.038207459858939294,0.012723974918862652,0.03532101442945785,0.00010800998811497326,1.445407480657741e-05,0.0,0.0
36.0,0.0002167379972769355,0.010128658629601663,0.00455642204777137,0.0056688510415968925,0.00021076939589322608,0.00020804994448941523,0.015744787576204382,0.01701820753142524,0.011518992367647961,0.023951954065860006,0.0001180066068354534,3.3447752108272448e-06,0.0,0.0,0.022140554315362843,0.004990755589736435,0.012222742332537041,0.0008941635719565966,0.0006969047236959684,0.020696623468405156,0.023299105350905267,0.012435852648255218,0.03158703617003487,0.00011871788108162976,7.0688818318696945e-06,0.0,0.0
37.0,0.00021258644414204314,0.010569033606797304,0.004556116077767279,0.005607908614132651,0.00023713237366849895,0.0002772321033254026,0.015396518863750945,0.016461111739986056,0.011358005571905205,0.023246333339971486,0.00011763203560854059,3.0776762732544703e-06,0.0,0.0,0.02907552950338987,0.0050459299440165925,0.01435787417036319,0.0013254704845912485,0.0011965220324096574,0.025966467793847692,0.025004438441399424,0.011974508322576885,0.03207188866055403,0.0001226487097539098,1.2888855822758579e-05,0.0,0.0
38.0,0.0002083780601392783,0.010637982603190684,0.004541836029218074,0.005684489512796326,0.00025807538262501514,0.0002223854194568137,0.01589123987290429,0.016644115418018194,0.011306079581061099,0.023278022422392016,0.00011823417115175186,4.00821172842207e-06,0.0,0.0,0.024545347041805412,0.005039275688830934,0.014488442220144712,0.0009302492507917212,0.0009842336684764855,0.021151372739190204,0.02440304454171755,0.01204823066583514,0.031851586505969164,0.00011936134932862157,3.441085484087111e-05,0.0,0.0
39.0,0.00020411699843556725,0.010657750161500328,0.004550271254731544,0.00582148351008848,0.0002579528172305735,0.00020376857222203018,0.015811865768950627,0.016652951593759683,0.01136410840477507,0.023557592225348128,0.00011698992937173461,2.6883072544701656e-06,0.0,0.0,0.021851483615569496,0.0050234578340406025,0.013203699743200082,0.0008067901687324787,0.000717044684003414,0.022004561208677095,0.023802962190410518,0.012321485946008355,0.031009559521497396,0.00012302126952859073,4.9421571673003545e-05,0.0,0.0
40.0,0.00019980746418436736,0.010200552423623022,0.004539002309006191,0.005674173003767123,0.0002112583946831555,0.00023528237623641473,0.01485190290529133,0.015981007670416242,0.011246719127728516,0.023033745454916838,0.00011914142292657332,3.76899767191249e-06,0.0,0.0,0.024939155913522033,0.005057930376760404,0.014248694330206967,0.000980334763470801,0.0009823631230611667,0.020767465497168604,0.023970752250265757,0.011933724757581645,0.030942397764654923,0.00012124776414238426,1.891669243223413e-05,0.0,0.0
41.0,0.00019545371037568823,0.009331670513029645,0.004522633241664496,0.005389568788639124,0.00015818240356447484,0.0001754249132547427,0.014062461370467193,0.015261338683441301,0.011122490360625632,0.02233247972224046,0.00012203076392426473,2.6290205377278724e-06,0.0,0.0,0.022344045426537184,0.00495729669723989,0.012268299652159989,0.0008532212346000931,0.0009047087436571377,0.02033182758013489,0.024124463913259935,0.01205995973566028,0.030207802885074596,0.00011899419677856862,1.5532738293429596e-05,0.0,0.0
42.0,0.0001910600336389039,0.009997679376027392,0.004541256975232439,0.005582394491673654,0.00021832961171749197,0.00015863402646294213,0.014462422169582708,0.014807839777684276,0.011153520733001613,0.022382935628632826,0.00011888922643460496,4.122888429869845e-06,0.0,0.0,0.02558326766564755,0.0049929364391744935,0.014179495980852897,0.0009956074942744978,0.001179202921477673,0.02406589376938636,0.025884203330354124,0.01174640929475274,0.029873092162621316,0.00012012225076738165,4.4632421399879464e-05,0.0,0.0
43.0,0.00018663077000249866,0.01144982018942181,0.004550871222514989,0.006019984034123078,0.0002818996157451711,0.0003546089804363988,0.015202720033192433,0.01629148501270006,0.011227258263585806,0.023114679425634117,0.00012057692114735012,5.247212958325093e-06,0.0,0.0,0.030329565607897794,0.005123133988967848,0.015773960688763553,0.0012627058555437067,0.0015622321572000594,0.026344736545636762,0.031299840784860686,0.012386849604272207,0.03325531955380909,0.00010725687707049549,1.662950701574326e-05,0.0,0.0
44.0,0.00018217029061493007,0.009594974778375445,0.004529600264559546,0.005448037703155153,0.00018674241194019872,0.00015597082837881477,0.014157171937408675,0.014834166000721976,0.011049920387848612,0.022004960472770695,0.00011935509970548371,2.567721365506536e-06,0.0,0.0,0.02396958347717224,0.00501230573165797,0.012702429167966628,0.0009836273506391349,0.0009208804701943262,0.022629670573581683,0.025304502887712396,0.012575244441338371,0.032493698487027746,0.0001402342056921878,6.849916399186299e-06,0.0,0.0
45.0,0.00017768299743083345,0.009701704638030608,0.004541198846894004,0.0056045602563787236,0.00019009656158754687,0.00015046195275206434,0.013665109106857075,0.014474768146000136,0.011070106680095271,0.02227612704615119,0.0001161693269395556,3.283989994200627e-06,0.0,0.0,0.023490892277460842,0.004957953732676541,0.01287075526922353,0.0009219831679908312,0.0009572506274730213,0.021791587992128533,0.025128427732613732,0.011852922936191508,0.0307391124441609,0.00011725543273411456,5.710726109225671e-06,0.0,0.0
46.0,0.00017317331886682413,0.009098737510793936,0.0045160862294557295,0.005290478432592396,0.00013916151286241975,0.00017992232809739157,0.013357464965006234,0.014540628413162704,0.010941652153971072,0.021411785759010774,0.00011954052760342461,2.647498886420671e-06,0.0,0.0,0.043056038881510834,0.005161530035490882,0.01843440611112589,0.002129662813346289,0.002458498642085271,0.02508832919640375,0.029568114810333144,0.011393572363170384,0.03334782234980862,9.71136931326089e-05,1.6206369449538752e-05,0.0,0.0
47.0,0.00016864570543118456,0.01058318440481694,0.004537396788045051,0.0056252845862846705,0.00023088667620575453,0.0003061358137131396,0.014649242320430376,0.01593817025160571,0.011015139513367717,0.02209718618207892,0.00011606465791890071,3.3944863104696636e-06,0.0,0.0,0.0328795261758372,0.0050440973819738735,0.015868732362698628,0.0014492743650601474,0.0018008616327025548,0.025048243523132604,0.02954496374949202,0.011449173960231672,0.031654083068849,0.000105070208124356,2.4062321446681784e-05,0.0,0.0
48.0,0.00016410462533175045,0.010009838742412323,0.004522762726897295,0.005516589360334654,0.00020059971941334116,0.0002388772259593354,0.013826704075569041,0.01514766112355553,0.010931457911624974,0.021720641353001755,0.00011973790787986907,8.277197951193737e-06,0.0,0.0,0.026002629829563972,0.004971638593110956,0.014039332093697801,0.00105933459495705,0.0011373213226865805,0.019292412844837688,0.02286738189715953,0.011444941115351851,0.029613300448008736,0.00010671839771889534,3.401910178412382e-05,0.0,0.0
49.0,0.0001595545600663286,0.009506593551370405,0.004512698206301088,0.005420081415406924,0.00016984027574436,0.00019314904363475582,0.012680625257373635,0.013707166886023458,0.010809534796053802,0.021121013957063128,0.00011910071232699785,2.484882574766731e-06,0.0,0.0,0.026239085448099508,0.004985293784501231,0.01447000302754323,0.001045319106651732,0.0011863573629808178,0.020538170165458662,0.02320378847404948,0.011589266693784444,0.03042809448403413,0.000111894962481633,4.656063148210308e-05,0.0,0.0
50.0,0.000155,0.009443036215459772,0.0045227563004342965,0.005315466120674712,0.00016392408900807966,0.00020585266587444287,0.012920375636108497,0.014147135393291734,0.010792252403387359,0.020844346396730034,0.00011415608789505707,2.0117617796708585e-06,0.0,0.0,0.026861870740101382,0.004992580839439888,0.0138602707897395,0.0011832601660723755,0.0010335644062921033,0.01994177715501702,0.022758735629126857,0.011430951478494118,0.030106987804174423,0.0001130319513156449,1.0385680214501124e-05,0.0,0.0
51.0,0.0001504454399336714,0.008075399381834455,0.004493008379570757,0.005152536297568137,7.041614432697642e-05,9.866924599596497e-05,0.01082171552582846,0.012025776732490593,0.010620455128860656,0.020196165900955194,0.00011833436944668869,1.8492239509885131e-06,0.0,0.0,0.024490005947405198,0.004966595103718512,0.01361665564720587,0.0009668157610099487,0.0010135116833978708,0.019454489446810035,0.023304544167867938,0.011596459316158454,0.029624317476877056,0.00011729747870120144,2.624375844462452e-05,0.0,0.0
52.0,0.00014589537466824955,0.009266687898860603,0.004507851816415188,0.005285304290466018,0.00015909570477211615,0.00017310276964937723,0.012340084452763326,0.013049564049432454,0.01061648413571862,0.020323656024776406,0.00011758368481072363,1.9685181866482563e-06,0.0,0.0,0.024565607735462062,0.004967780816267335,0.013446572806239348,0.0009913811907228563,0.0009848521730582733,0.018231017469260535,0.022418014010506086,0.011452910568103285,0.029141030543422722,0.00011632721345606234,1.7740774108698058e-05,0.0,0.0
53.0,0.00014135429456881541,0.009670386219161196,0.004516248055578639,0.005399744041485255,0.00020861022254578456,0.00012070759264180184,0.012384525360169698,0.012242381306340793,0.010642971415163354,0.020402017105566425,0.00011996843441155626,2.1332144331526196e-06,0.0,0.0,0.02958073300539924,0.005025987356059916,0.014890519233348208,0.0012877212742803182,0.0014084363539007532,0.020496443696472733,0.024608875983623695,0.011686413434379902,0.030960676080898426,0.000126065680438976,3.308254089048617e-05,0.0,0.0
54.0,0.0001368266811331759,0.008386469601879963,0.004495278246917614,0.005152920831950417,0.00011230805373370242,6.188624676823232e-05,0.011269861888574723,0.011606831650473722,0.01058263488035375,0.020026820917956697,0.00011871326530028577,2.800754727590372e-06,0.0,0.0,0.031570933400782125,0.005056776246683475,0.015996641716266493,0.001382166226873972,0.0015626864359710752,0.020215894694852292,0.024601924275124414,0.011196506782205866,0.02982712269104162,0.0001071023018241368,3.79462546101859e-05,0.0,0.0
55.0,0.00013231700256916652,0.00823065819106724,0.004493115725915683,0.005152277550906744,9.331230101034046e-05,7.414999400847323e-05,0.01051841604268279,0.011241564067577418,0.010501160739978062,0.019777819730938933,0.00011605541630298771,1.397771442720961e-06,0.0,0.0,0.028526797661410842,0.005017155160794201,0.015254490131841611,0.0011818518229850523,0.001352511472111369,0.020866662328757467,0.02531996659445958,0.01147596060859467,0.03055266839963552,0.00010720439579230157,4.926606332094524e-05,0.0,0.0
56.0,0.00012782970938506993,0.009722293750675267,0.0045100820059173555,0.005376996313916844,0.00018329986366006964,0.00022824446469858818,0.012153655122139959,0.013428384206698486,0.010623496681759137,0.02012280927020832,0.00011856995471117712,2.650332156713176e-06,0.0,0.0,0.02840560144089023,0.005029264661544164,0.014784388065667462,0.0012171889631018963,0.0012686087192616737,0.019859862588269668,0.024104733993375642,0.011498274604148675,0.030384513455992718,0.00011796316328243728,2.642126851466918e-05,0.0,0.0
