epoch,lr,train_loss,train_ee_mse,train_action_mse,train_final_dist,val_loss,val_ee_mse,val_action_mse,val_final_dist
1,0.000505,0.47212955355644226,0.3075782610103488,3.291025847196579,0.7167362570762634,0.508165642619133,0.34723876416683197,3.2185375690460205,0.771185427904129
2,1e-05,0.40396429784595966,0.1812617965042591,4.454049989581108,0.5366180408746004,0.5048031732439995,0.3431040868163109,3.2339818477630615,0.7630904018878937
